# x	y
21.895053	0.212345
22.452091	0.372074
21.943692	0.196137
21.922758	0.297393
22.123549	0.364264
22.094618	0.32922
21.295609	0.250548
21.736766	0.13865
21.70475	0.220243
21.457901	0.174876
21.439722	0.46863
21.352909	0.1271
21.273174	0.22477
20.864681	0.131659
21.042865	0.129173
20.965829	0.127711
21.026322	0.108749
20.875093	0.126688
20.957967	0.396146
20.915421	0.166071
20.664334	0.22746
20.889523	0.174794
20.599532	0.148808
20.620786	0.162344
20.85866	0.153478
20.702427	0.195748
20.717505	0.104284
20.638241	0.120856
20.624768	0.13185
20.402999	0.283695
20.616416	0.228398
20.436308	0.10142
20.236386	0.158403
20.499986	0.151893
20.567534	0.109291
20.431573	0.096273
20.325487	0.099413
20.292776	0.145716
20.218889	0.13971
20.069854	0.078075
20.008907	0.130873
19.983585	0.087116
19.780512	0.133346
19.994618	0.106108
19.894865	0.089291
19.619423	0.149686
19.707498	0.134611
19.737843	0.106044
19.888252	0.094688
19.80836	0.079887
19.478004	0.110771
19.707203	0.144096
19.599327	0.10599
19.658728	0.124074
19.260539	0.175027
19.268936	0.093295
19.255528	0.125833
19.036518	0.135328
18.973479	0.152364
19.076878	0.074927
19.189023	0.192898
19.003395	0.105906
18.749225	0.062823
18.820919	0.058122
18.871767	0.064083
18.705339	0.060121
18.496047	0.116146
18.58225	0.070518
18.458739	0.051377
18.309818	0.053794
18.311172	0.055551
18.081662	0.0942
18.168987	0.085088
18.011223	0.06231
17.979659	0.078524
18.039613	0.119868
17.959254	0.066975
17.621371	0.083107
17.87566	0.056525
17.588979	0.052571
17.604916	0.073588
17.443314	0.084121
17.418112	0.048363
17.43886	0.053884
17.230964	0.037299
17.147674	0.072434
17.024508	0.061536
17.066959	0.048499
17.016877	0.044526
16.829671	0.052476
16.911287	0.070162
16.855288	0.050402
16.603911	0.065078
16.494734	0.041799
16.325311	0.044456
16.394722	0.064974
16.307927	0.02991
16.171302	0.065147
15.979693	0.030544
16.097564	0.037202
15.805312	0.055883
15.741769	0.037198
15.594687	0.026285
15.635676	0.045417
15.470775	0.13126
15.243225	0.046215
15.245194	0.028072
15.232308	0.023861
14.984863	0.031319
14.907688	0.027348
14.791023	0.049803
14.747082	0.026496
14.656383	0.024577
14.502123	0.042369
14.425506	0.027527
14.356964	0.023927
14.148963	0.050523
14.05677	0.022982
13.986698	0.026323
13.779648	0.056759
13.724711	0.032971
13.626949	0.033539
13.512801	0.041332
13.386766	0.046121
13.296874	0.019418
13.254163	0.02107
13.013094	0.038068
12.834479	0.034004
12.561683	0.040282
12.417492	0.045516
12.364768	0.03893
20.354131	0.106978
14.757016	0.035985
12.53849	0.036206
13.82856	0.045136
